index,title,topic_idx
48,CIA 자체 AI개발…“국가 안보와 중국 견제”,0
49,오픈AI·소프트뱅크·러브프롬 'AI 전용 기기' 개발 협력,0
50,메타 AI 페북·인스타 비공개 게시물은 학습 제외,0
51,IBM “생성형 AI에서 발생한 저작권 문제 책임지겠다”,0
52,브릭메이트 문서 AI 솔루션 '스냅닥스AI' 올해 출시,0
53,"[인터뷰] 전인호 VM웨어 지사장 ""AI기술 전 산업 영역에 활용할 적기""",0
54,메타 생성형 AI 챗봇 공개…스포츠·할리우드 스타와 대화 가능,0
55,중소·중견기업 마틸다AI로 쉽게 AI 만든다,0
56,네이버 AI 서비스 뭐가 다르지?…창작은 '클로바X' vs 검색은 '큐:',0
57,메타 MR 헤드셋 퀘스트3 공개…AI 비서 '메타AI'도 선봬,0
58,AI 핵심은 보안…60개 기업 얘기듣고 프라이빗 AI 만들었죠,0
59,"'플랫폼' 변신하는 VM웨어…전인호 지사장 ""프라이빗 AI 생태계 구축""",0
60,생성형 인공지능 경쟁 본격화…메타 인스타에서 AI비서 부른다,0
61,KT 음성·영상에 AI 입힌다…고인 목소리도 복원,0
62,[인터뷰] 30년 인텔맨이 韓 스타트업 합류한 이유… 빌 레진스키 퓨리오사AI 고문 “AI 반도체 시대엔 스타트업이 대기업보다 빨라”,0
63,인스타에 들어간 'AI 비서'…MS 빙 검색으로 최신 답변,0
64,"[K-AI 열전①] ""한국지형에 강하다""…독자 AI로 구글·MS에 맞선 네카오",0
65,AI 챗봇 경쟁 가속…메타 SNS에서 묻고 답하는 '메타 AI' 공개 (종합),0
66,"VM웨어 CEO ""브로드컴과 시너지 꾀할 것…`프라이빗AI` 수요 많아""",0
67,NIA “정부 초거대 AI 구축 오픈소스 검증·자원 지속성 확보 등 숙제”,0
68,SKT “글로벌 AI컴퍼니 도약…투자 비중 3배로 늘릴 것”,0
69,美 빅테크 제품 '생성 AI'로 더 똑똑해졌다,0
70,[워크데이 라이징] 워크데이 새로운 생성AI 서비스 발표…업무 프로세스 간소화,0
71,"[워크데이라이징] 워크데이 AI·ML 역량 발표…""비즈니스 발전 돕겠다""",0
72,"멀티 클라우드 강자 VM웨어 ""프라이빗 AI 혁신 제공할 것""",0
73,"VM웨어 CTO ""프라이빗AI로 생성형AI 도입·활용 자유롭게""",0
74,SKT가 AI에 사활 건 이유는?[이코노Y],0
75,"[워크데이라이징] 제임스 카메론 생성AI 창작에 한계 있어…인간의 창의성 중요""",0
76,4천자 보고서 AI로 한번에 작성하세요,0
77,'한국어 문서' 잘 쓰는 AI 업무 도우미로 발돋움,0
78,SK텔레콤 ‘글로벌 AI 기업’ 도약 선언…AI 투자비중 3배로 늘린다,0
79,"'에이닷' 내세운 SK텔레콤…""글로벌 AI 기업 도약할 것""(종합)",0
80,SKT 나만의 개인비서 ‘에이닷’ 정식 출시… “AI 투자 늘려 글로벌 시장 선도할 것”,0
81,"SK텔레콤 유영상 ""AI 골드러시 시작…통신사에 기회""",0
82,구글 “아시아 지역 사이버보안 취약…AI 적극 활용해야”,0
83,"카카오 ""생성형 AI로 만든 이모티콘 입점 제한""",0
84,모빌리티 슈퍼앱 전쟁 서막…무기는 모두 ‘AI’,0
85,딥엑스 美 ‘AI 하드웨어 서밋’서 반도체 기술 발표,0
86,네이버만의 AI 생태계 노하우…美·中 못잡은 틈새 시장 공략,0
87,KISA “AI 활용해 국민안전 지킬 아이디어 찾아요”,0
88,KISA 2023년 AI+시큐리티 아이디어 공모전 개최,0
89,KISA 2023년 AI+SECURITY 아이디어 공모전 개최,0
90,업스테이지 다나와·에누리에 생성형 AI 서비스 도입,0
91,비타소프트 'AI융합 불법품 판독시스템' 미국 진출 추진,0
92,카카오 생성형 AI로 만든 이모티콘 입점 제한 유지,0
93,업스테이지 커넥트웨이브와 생성형 AI 서비스 도입,0
94,GPU 가상화기술로 초거대 AI 개발비용 절감 [잇피플],0
95,가짜뉴스 AI시대에는 어떻게 될까[김현아의 IT세상읽기],0
96,SKT '만능 비서' 출격…AI 전쟁 본격 참전,0
97,김영섭號 KT 첫 투자는 AI 스타트업,0
98,글로벌 한국어 AI 번역 전쟁… 독특한 글맛은 아직 먼 길,0
99,AI가 곧 의사 대체하나…유방암 진단 전문의보다 정확해,0
100,시범 서비스서 업무용 AI로…구글·MS 등 유료화 전쟁,0
101,[인터뷰]최은수 인텔리빅스 대표 “비전AI 기술로 세상을 더 이롭게”,0
102,인텔리빅스 '2023 한국건설안전박람회'서 비전AI 솔루션 선보인다,0
103,“초거대 AI 생태계 확장” KT AI 스타트업과 협력 강화…업스테이지·콴다에 200억원 지분투자,0
104,AI용 데이터 멀티모달 더 모아달라,0
105,라온메디 의료 AI 연구개발 ‘벤처기업인증’ 획득,0
106,"[NEMO2023] ""무엇이든 쉽게 하는 세상…'AI+데이터' 결합 필수""",0
107,"[KCSF2023] 옵스나우 ""멀티LLM 연동해 기업용 AI챗봇 시장 공략""",0
108,알체라 급성장 인도네시아 AI시장 겨냥 현지기업과 협력,0
109,AI 기반 모빌리티 기술 전시카카오모빌리티,0
110,생성AI 엔진 끼우는 ‘카카오T’...내년 더 똑똑해진다,0
111,카카오 AI가 여행 코스 추천해주고 택시 호출까지?…AI가 모빌리티와 만나면,0
112,"텐센트 초거대 AI 모델 '훈위안' 공개…""매개변수 1000억개 이상""",0
113,[NEMO2023] 장소 예약·경로 추천 '뚝딱'…생성형AI 품는 카카오모빌리티,0
114,"카카오모빌 ""내년 상반기까지 모빌리티 특화 생성AI 엔진 구축""(종합)",0
115,카카오 모빌리티 특화 AI 구축,0
116,[NEMO2023] 전세계 20억 이용자 ‘스플리트’ AI 모빌리티 수퍼앱 기대감,0
117,초거대AI 확산 위해 데이터 구축 가속…`AI 데이터 융합 네트워크` 출범,0
118,삼성전자보다 큰 덩치 中 ‘텐센트’…자체 AI 모델 공개,0
119,"[KCSF2023 ] KT클라우드 ""AI 혁신 인프라 주도...혁신 역량 강화""",0
120,한컴지니케이 AI가 심사하는 '한국어 말하기 대회' 개최,0
121,"지금은 초거대 AI 시대…""데이터 경쟁력 확보 못하면 주권 뺏긴다""",0
122,KT AI 풀스택 '마지막 퍼즐'은 업스테이지…풀스택 생태계 완성,0
123,[AWC 2023 in 부산] “AI 韓 가전·반도체·클라우드 업계 활성화할 것”,0
124,초거대AI 전원만 꽂으면 사용···새 생성AI 시대 열어,0
125,구글 안드로이드용 새 위젯과 앱 공개...AI 역할 확대,0
126,"생성 AI 시대 못 따라가는 DMA…""국내 규제 논의 신중 접근""",0
127,AI는 폭풍전야…MS 코파일럿 새 혁신 경쟁 부를 것,0
128,AI로 SKT와 시너지 극대화,0
129,KT 캐나다 벡터硏과 AI개발 속도,0
130,"美 AI활용 자율 무기체계 구축 검토…""중국에 대응해야""",0
131,핑거 이모션웨이브와 생성형 AI개발 협력,0
132,AI사관학교 예비창업자 위한 '치얼업 데이' 개최,0
133,'나모 크로스에디터' 4.6 버전 출시…AI 기능 탑재,0
134,"AIIA 포럼…""AI 알고리즘 4개월마다 2배씩 업그레이드""",0
135,IPTV에 AI 더해 추천 정교화…넷플릭스처럼 독자전략 구축,0
136,미디어젠 한국형 데이터 구축…질의응담 가능 AI 챗봇 개발 박차,0
137,22년만에 올뉴 티맵…대중교통·맛집예약 합친 'AI 플랫폼'으로(종합),0
138,위기 맞은 韓 미디어산업…'AI'에서 기회 찾는다,0
139,티맵 ‘AI 플랫폼’으로 탈바꿈...“숙소ㆍ맛집 예약까지”,0
140,"디플정 출범 1년 맞은 고진 ""초거대AI로 공공 혁신 나설 것""",0
141,삼성전자 “가전에 생성형 AI 접목”,0
142,베스핀글로벌 통합 AI관리 서비스 ‘B2D2’ 출시,0
143,한국기업에 가장 잘 맞는 '생성 AI' 제품 선보일 것,0
144,병영일기 쓰면 AI가 軍 장병 마음건강 지킨다,0
145,AI와 함께 만든 책 괜찮을까[김현아의 IT세상읽기],0
146,“1989년 6월 베이징서 무슨 일?”…침묵한 中 AI ‘어니봇’ 왜,0
147,20년 지킨 검색시장 AI로 한방에 바뀐다는데...해외기업에 뺏기면 어떤 미래가,0
148,5초만에 업무처리… AI 상담원 단순노동 분담한다,0
149,삼성전자 AI 소프트웨어용 ‘가우스·가이스’ 상표 출원…생성형AI 속도내나,0
150,챗GPT로 멘털까지 케어…통신사 불붙은 AI 경쟁,0
151,이스트소프트 협업툴 서비스 접고 AI 집중,0
152,AI에 진심인 LG CNS 'AI코딩' 만든 이유는? [외연 넓히는 IT 서비스],0
153,구글·메타처럼 'AI 연구소' 내세운 美 기업들,0
154,누가 생성 AI 때문에 포토샵이 망할 것 같다고 했나? [티타임즈],0
155,"AI기술 혁신에 고용형태도 변했다…""산업별 맞춤형 전략 수립해야""",0
156,"인텔 ""메테오레이크 성능·전력소모 AI로 조절""",0
157,인스타그램·틱톡 등 SNS에서 'AI 성노동자' 광고 급증,0
158,챗GPT로 매출 35배 ↑…수익화 시동 거는 오픈AI[AI토피아],0
159,[IFA 2023] LG전자의 비밀병기 가전용 ‘AI 칩’ 신제품 공개…“TSMC와 협력”,0
160,ETRI 독일 IFA서 AI·통신·미디어 연구성과 공개,0
161,“생각 못 한 ‘골머리’” 美 대학들 AI 입학 에세이 허용두고 ‘난감’,0
162,국민은행  부동산 분석·예측 더 정교해진다… AI 기반 'KB부동산 빅데이터센터' 개설,0
163,英 11월 세계 최초 AI 안전 정상회의 연다,0
164,폴라리스오피스AI 6일 출시…주가 향방은?,0
165,[KCSF2023] NHN클라우드 AI·공공 클라우드 수요 잡는다,0
166,AI 드론 조종 대결에서도 인간 이겼다,0
167,생성AI의 저작권 침해 어디까지 허용해야 할까,0
168,온신협 “네이버 AI의 뉴스 무단 사용은 불공정한 저작권 침해”…신문협회와 공동대응키로,0
169,‘전운’ 감도는 기업용 AI 시장…주도권 경쟁 본격화,0
170,정보통신산업진흥원 초거대 AI 분야 경쟁력 강화 383억 투입,0
171,LG CNS 구글 클라우드와 생성형 AI 협력 강화,0
172,[IFA 2023] 삼성전자 초연결 가전에 AI 접목한 新가전시대 선언,0
173,[AWC 2023] 불안정하고 거짓말하는 생성형 AI… 업무에 활용하기 위한 조건은?,0
174,네이버페이 코리아 핀테크 위크 2023 참여… AI 기반 ‘페이스사인’ 결제 선보여,0
175,"中 AI 챗봇 '어니'에게 대만에 대해 묻더니…""국가가 아니다"" 답변",0
176,온신협 “AI의 뉴스 무단사용은 저작권 침해…대가 지불해야”,0
177,"코스콤 ""AI 없는 산업 발전 없어…핀테크 테스트베드도 동참""",0
178,오픈AI 연매출 1.3조원 무난…유료 구독자 2만명,0
179,S2W 다크웹 AI언어모델 ‘다크버트’ 웨비나 성료,0
180,LG CNS 구글 클라우드와 생성형 AI 사업 협력,0
181,NHN클라우드 델 서버 기반 광주 AI 데이터센터 구축,0
182,네이버클라우드 IITP와 AI 인재 발굴 나서,0
183,애자일소다 한국장학재단에 AI OCR 기술 공급,0
184,네이버페이 코리아 핀테크 위크 참여…AI 기반 ‘페이스 사인’ 결제 서비스 선봬,0
185,[단독]네이버웹툰 AI·데이터 조직 신설…'케플러'로 웹툰 금맥 캔다,0
186,"카카오벤처스 ""딥테크 투자 가운데 75%가 AI 스타트업""",0
187,옵스나우 기업 맞춤형 AI콜봇 구축 돕는 `헬프나우 AI콜` 공개,0
188,미래의 핀테크와 만나다...AI안면인식 기술 눈길,0
189,AI 열풍 예견? 카카오벤처스는 10년간 묵묵히 투자했다,0
190,AI 얼굴인식으로 결제 뚝딱…네이버페이 '클로바 페이스사인' 소개,0
191,AI 역사 챗GPT 전후로 갈려…알파고보다 큰 30년 만의 혁명,0
192,구글 워크스페이스용 ‘듀엣 AI’ 출시…MS와 경쟁,0
193,NHN클라우드 'AI테크+ 2023' 참가... AI솔루션·플랫폼 부스 운영,0
194,딥마인드 AI 생성 이미지에 투명 워터마크 입히는 기술 공개,0
195,韓 메타버스 기업들 엔비디아 만나 ‘생성형 AI’ 전수 받아,0
196,LGU+AI로 열수송관 안전진단,0
197,게임에 녹아든 생성형AI… 韓 게임사 글로벌 공략 필수템 [K-AI 반격 나선다],0
198,北 해커그룹 생성 AI 이용한 사이버 공격 시도,0
199,클라우드 기반 'AI 디지털교과서' 개발 본격화…가이드라인 공개,0
200,[ABCD 산업고도화] AI 기술에 정부 예산 1.2조원 투입…'초거대 AI' 드라이브,0
201,AI 스타트업 투자 기회 활짝…'파트너십 데이' 성료,0
202,작가 창작활동 지원 네이버웹툰 'AI 인재 모시기',0
203,우리만의 초거대 AI 필요 네이버 소뱅 손잡고 日 진출하나,0
204,NIA '2023 한국어 AI 경진대회' 개최.. 참가자 접수 모집,0
205,"클라우드에 생성형AI 날개 달고 ""370조 글로벌시장 선점"" [K-AI 반격 나선다]",0
206,"네이버·구글만 있나…""AI에 진심""인 SKT 거침없는 행보",0
207,"KAIST 포함 과기대 이공계생들…""R&D 예산삭감 재고해달라""",0
208,소프트한 'AI휴먼' 만들 것…MS가 손잡은 이회사,0
209,[IT돋보기] 생성AI 개발 경쟁에 AI규제 논의도 '급물살',0
210,휴먼AI로 노년층 말벗·건강관리까지… 이스트소프트 정부사업 수주,0
211,'분석부터 개발까지’...생성형AI 토탈 케어 SK(주)C&C,0
212,'AI 골드러시' 일궈낸 MS…애저 클라우드로 생태계 확장,0
213,'AI 조력자' LG CNS…인프라부터 코딩까지 돕는다,0
214,'저비용 연구'지원… 국가AI데이터센터 주역 NHN클라우드,0
215,10월 뉴로클라우드 출시…네이버클라우드 기업 AI 자신,0
216,국내 최초 AI 풀스택 사업자 KT클라우드 글로벌 간다,0
217,[추천주] 한국판 AI 공개 ‘네이버’ 주목…배당 매력 커진 SKT,0
218,삼성SDS 기업용 생성형 AI 서비스 내달 공개,0
219,아마존도 뛰어든 'AI콜센터사업'… 이통3사 고도화로 승부 [K-AI 반격 나선다],0
220,"韓기업 절반 ""우리도 써볼 생각"" …'프라이빗 AI'가 뜬다",0
221,기승 부리는 흉악범죄… KISA-세종시 AI 보안기업과 함께 지능형 CCTV 확산,0
222,"10월 베일벗는 '광주 AI데이터센터'...NHN클라우드 ""속도 용량 세계 10위권""",0
223,마이크로소프트 차세대 AI 기반 비즈니스 혁신 지원,0
224,첫 삽 뜬 민간투자형 SW 사업…AI 도입된 어린이 급식 관리시스템 만들어진다,0
225,美대회보다 어려웠지만 딥러닝 AI 학습오류 잡아내,0
226,헬스PT도 AI가 해주네… 맞춤형 트레이닝앱 '짐메이트' 출시,0
227,독도는 우리땅 네이버 AI는 역시 다르네…전문성은 '글쎄',0
228,야심차게 출발했지만 … 네이버AI 온종일 대기중,0
229,이미지 학습해 만드는 ‘AI 가상인간’… “CG보다 외형 자연스럽고 제작비 적게 들어”,0
230,네이버·카카오 들어는 봤나? '풀스택'을...이통사 AI 생존전략 눈길,0
231,엔비디아 호실적·AI열풍타는 ARM 상장 IPO 흥행 성공할까,0
232,KAIST GoN팀 국제해킹방어대회 대학부 우승,0
233,“'묻지마 칼부림' 막는다”…KISA-세종시-트웰브랩스 AI 기반 지능형 CCTV 실증,0
234,"[2023 미디어의 미래] ""생성형 AI 활용해 중학생과 대학생이 책을 냈다""",0
235,체인파트너스 직장 업무 지원 AI 비서 '웍스' 출시,0
236,AI 가상자산 운용사 ‘퓨쳐리즘랩스’ 팁스(TIPS) 선정,0
237,기술 고도화·동맹 강화…AI 투자 3배 늘려 매출 25조 달성,0
238,"SKT ""글로벌 AI기업으로 도약… 2028년 매출 25조 목표""",0
239,"SKT ""투자 3배 늘려 AI 피라미드 구축""",0
240,"유영상 SKT 사장 ""AI 골드러시 시작됐다…연매출 25조 목표""",0
241,"유영상 SKT 대표 ""AI 골드러시 시작…2028년까지 AI 매출 9조 목표"" [IT돋보기]",0
242,한국생성AI파운데이션 창립총회 개최…공식 출범,0
243,챗GPT 이제 보고 듣고 말할 수 있어…AI 통한 범죄 우려도 제기,0
244,거짓말하는 AI ‘RAG42’로 방지,0
245,생성 AI가 앞날 예측하는 시대 온다,0
246,국가대표 보안 기업 AI도 선제 대응,0
247,KT 협업 AI 반도체 '리벨리온' IBM 데이터센터서 품질검증,0
248,케이크 나딘·올리버쌤과 영어 공부 ‘인플루언서와 AI 채팅’ 출시,0
249,[게시판] KAIT 자격검정 홍보 동영상 공모전,0
250,"군사용 AI 규범 놓고 각축전 … 美 ""한국은 핵심 파트너""",0
251,아마존 MS·구글에 생성형AI 본격 도전장… '오픈AI' 경쟁사에 최대 5조원 투자,0
252,“韓 AI 산업 키우려면 정부 지원 늘리고 규제 철폐해야”,0
253,아마존 챗GPT 라이벌 앤트로픽에 40억달러 투자…생성형AI 경쟁 가열,0
254,아마존 챗GPT 라이벌 앤트로픽에 5조3천억 투자…AI 경쟁 가열,0
255,디플정 초거대 AI로 'AI 일상화' 앞당긴다,0
256,AI 공짜학습 금지·가짜뉴스 방지 등 ‘디지털 권리장전’ 발표,0
257,생성형 AI 시대 앞으로의 과제는?…20개 스타트업 머리 맞댄다,0
258,유튜브 창작도구에도 생성형AI 언어장벽·기술적 한계 뛰어넘어,0
259,"EU AI빅테크 규제 빨라지자 … 美 ""표준 룰 우리가 만든다""",0
260,윤영찬 의원 AI 반도체 산업 육성 토론회 개최,0
261,AI와 우표가 함께하는 인간의 미래,0
262,LG U+ 통합전산망 '유큐브' AI 시대 맞춰 전면 업데이트,0
263,이종호 장관 뉴욕대 총장 등 만나… AI 인재양성·공동연구 등 논의,0
264,[ESG성패 데이터에 달렸다] 글로벌 빅테크  데이터 바탕 `디지털 ESG` 사활… AI기술도 접목,0
265,[인터뷰] 현대화 바람 부는 물리보안… 슈프리마 AI에 클라우드로 첨단화,0
266,“AI로 유튜브 창작자와 시청자 언어 장벽 사라져”,0
267,비아이매트릭스-KT AI 데이터 분석 솔루션 개발 협력,0
268,KT-비아이매트릭스 AI 기술 협력 MOU 체결,0
269,‘AI 칩 선두’ 엔비디아·‘반도체 강자’ 인텔 수장들 中 대안 찾아 나섰지만 쉽지 않네,0
270,네이버 D2SF 생성형 보컬 AI 스타트업 ‘오드아이’에 신규 투자,0
271,이글루코퍼레이션 AI‧SOAR 관련 특허 3건 취득… 보안 운영 효율성 강화,0
272,"[인터뷰] LG CNS ""이미지 생성형AI 개발…마케팅 콘텐츠 제작에 활용""",0
273,생성 AI 국내 SW 산업을 얼마나 바꿔놨을까,0
274,"MS 오는 26일 윈도11 출시…""AI 도구 ‘코파일럿’ 통합""",0
275,MS 세계관 '코파일럿'으로 통합…AI 탑재 윈도 26일 출시,0
276,KT 비아이매트릭스와 AI 데이터 분석 기술 개발 나서,0
277,아태지역 사이버 공격에 취약.. 생성형AI가 보안의 키 될 것,0
278,키워드 넣으면 보고서가 자동으로…KT 비아이매트릭스와 AI 기술 협력,0
279,비아이매트릭스- KT AI 기술 협력 MOU 체결…자연어 기반 데이터 분석 솔루션 개발,0
280,MS ‘생성형 AI’ 탑재한 윈도11 26일 출시… “150여개 기능 추가”,0
281,KT 비아이매트릭스와 자연어 분석 AI 기술 개발한다,0
282,MS 윈도11에 AI '코파일럿' 탑재…26일 업데이트,0
283,새로운 디지털 질서 기본 방향 발표…한·미 AI 협력 강화,0
284,크라우드웍스 프랑스 옥실리아와 '공항 위험물 탐지 AI 솔루션' 만든다,0
285,‘AI 비서’ 탑재한 윈도 26일 출시,0
286,유튜브에 AI 접목...‘AI 크리에이터’ 시대 앞당긴다,0
287,AI로 유튜브 콘텐츠 배경음악 더빙까지 '뚝딱',0
288,[스마트클라우드쇼 2023] “사람보다 똑똑한 AI 두려워 말고 활용하라”… 사업 전략·작업 정확도가 성패 가를 것(종합),0
289,[스마트클라우드쇼 2023] 유영준 뤼튼테크놀로지스 COO  “생성형 AI로 차기 포털 도약할 것… 궁극적으로 슈퍼앱 추구 ”,0
290,[스마트클라우드쇼 2023] 박양교 세일즈포스코리아 본부장 “AI 기반 고객관리 플랫폼 ‘아인슈타인 1’ 빠르고 맞춤형 서비스 제공”,0
291,[스마트클라우드쇼 2023] 윤영진 네이버클라우드 AI 비즈니스 리더 “생성형 AI 콘텐츠 제작 속도 가속화”,0
292,[스마트클라우드쇼 2023] 데스몬드 앙 어도비 아태지역 전략총괄 “안전한 AI 사용 위해 업계 표준 확립”,0
293,CJ ENM 콘텐츠 사업 전반에 AI 활용 본격화…'오픈 모델' 구축한다 [IT돋보기],0
294,한문 고문서 번역도 AI로 ‘척척’,0
295,생성형 AI 시장 뛰어든 퀄컴…“온디바이스 승부수”,0
296,[창간 41주년 특집]생성형 AI·블록체인 신기술 등장…사이버 보안 대비책은,0
297,"MS ""기업 데이터 저장하거나 AI 학습에 활용 안한다""",0
298,"한국MS ""스마트폰 혁신 이끈 '손가락'…AI 혁신은 자연어에 달렸다""",0
299,VR 기술로 만나는 '에스파'…메이브는 '대화형 AI' 장착 [Geeks' Briefing],0
300,레노버 AI용 솔루션 출시…'트루스케일·씽크엣지' 출시,0
301,[써보니] 네이버의 생성형 AI 검색 서비스 '큐:'가 특별한 이유 3가지,0
302,[PLAY IT] 생성형 AI 만난 네이버 검색에 ‘올드머니룩’ ‘후쿠시마 오염수 방류’ 물어보니,0
303,"AI 산업 육성 기반이 될 '인공지능법'..전문가들 ""법적 기반 시급""",0
304,구글 추격 따돌리자… 네이버 AI '큐:'로 검색시장 사수,0
305,네이버 AI ‘큐’ 지식이 짧네요,0
306,인터넷 없이도 AI 돌린다…인텔 차세대 노트북 프로세서 공개,0
307,`AI 진심` MS 어쩌다가…영화 1만편 분량 개인정보 유출,0
308,"오라클 래리 엘리슨 ""생성 AI는 혁명 모든 걸 바꾼다""",0
309,네이버 AI검색 ‘큐’ 쇼핑 편의성 높지만···정확성은 ‘글쎄’[써보니],0
310,[IT돋보기] MS '오피스' vs 구글 '보안' vs IBM '기업'... 빅테크 B2B AI '격돌',0
311,오라클 기업용 생성 AI 플랫폼 서비스 공개,0
312,오라클 SaaS 곳곳에 생성 AI 심었다,0
313,필요한 모든 곳에 AI 보급하는 것이 인텔 목표,0
314,덱스랑 음성채팅 해볼까?…AI 서비스 '민트톡' 출시,0
315,AI를 행정에 이용할 때 주의 점은?…“기계사용 반드시 밝혀야”,0
316,올거나이즈 금융특화 AI 언어모델 '알리 파이낸스 LLM' 출시,0
317,“AI기자 등장”...SK브로드밴드 지역채널 경쟁력 강화,0
318,업스테이지 '애스크업' 세바시와 함께 AI 강연 상담사 된다,0
319,"이은주 한국IBM 대표 ""왓슨X 플랫폼으로 AI 가치 실현""",0
320,'책임있는 AI' 내세운 구글클라우드...디지털워터마크·데이터보안 강조,0
321,SKB 지역채널 뉴스 AI 기자가 진행,0
322,IBM “왓슨x로 ‘기업용 생성형 AI’ 시장 열겠다”,0
323,SK브로드밴드 지역뉴스에 AI 구현,0
324,AI 활용처 넓히는 SKT·SKB…유동인구 분석·뉴스에 접목,0
325,[창간 41주년 특집]생성형AI 어디까지 왔나-통신,0
326,역대 가장 똑똑한 AI…구글의 자신감,0
327,구글 G메일·구글지도·유튜브 등에 AI 챗봇 바드 도입,0
328,"CJ ENM AI 활용 오픈모델 만든다…""K-콘텐츠 생태계 기여""",0
329,생성AI 기술 자체 보다 활용이 중요…IBM '왓슨x' 전략 공개,0
330,"IBM ""신뢰성 확보한 왓슨x로 기업용 생성AI 시장 열겠다""",0
331,한국IBM 대표 “왓슨x 플랫폼 기업 AI 도입 최적 파트너”,0
332,폴라리스오피스 볼링 플랫폼 '핀공' 개발사와 AI 기술적용 협력,0
333,원티드랩-강원대 SW·AI 전주기 인력 양성 협약,0
